County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
"Chatham County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,GA
"Cherokee County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,GA
"Clarke County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Clayton County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,GA
"Cobb County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0,GA
"Coweta County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"DeKalb County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,GA
"Douglas County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
"Fayette County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Floyd County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Forsyth County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,GA
"Fulton County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0,GA
"Fulton County, GA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,GA
"Gordon County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Gwinnett County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,GA
"Gwinnett County, GA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,GA
"Hall County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,GA
"Henry County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,GA
"Jackson County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Murray County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,GA
"Muscogee County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Newton County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Paulding County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,GA
"Richmond County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Troup County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Walker County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Whitfield County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,GA
"Champaign County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,IL
"Cook County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,450.0,IL
"Cook County, IL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,46.0,IL
"DeKalb County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IL
"DuPage County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0,IL
"DuPage County, IL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,IL
"Kane County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,IL
"Kankakee County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IL
"Kendall County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IL
"Lake County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,IL
"Lake County, IL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,IL
"LaSalle County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,IL
"McHenry County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,IL
"McLean County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
"Madison County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,IL
"Peoria County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,IL
"Rock Island County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"St. Clair County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,IL
"Sangamon County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,IL
"Tazewell County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL
"Will County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,IL
"Williamson County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"Winnebago County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,IL
"Allegany County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MD
"Anne Arundel County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,72.0,MD
"Baltimore County, MD",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,MD
"Baltimore County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,90.0,MD
"Caroline County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD
"Cecil County, MD",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MD
"Cecil County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,MD
"Frederick County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,MD
"Harford County, MD",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MD
"Harford County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0,MD
"Howard County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,MD
"Montgomery County, MD",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MD
"Montgomery County, MD",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,MD
"Montgomery County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,MD
"Prince George's County, MD",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MD
"Prince George's County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0,MD
"Washington County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,MD
"Wicomico County, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,MD
"Baltimore city, MD",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,MD
"Baltimore city, MD",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,118.0,MD
"Albany County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Albany County, NY",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,NY
"Bronx County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,120.0,NY
"Broome County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NY
"Cayuga County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Chemung County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Clinton County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Dutchess County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,NY
"Erie County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,93.0,NY
"Erie County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NY
"Kings County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0,NY
"Kings County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,NY
"Monroe County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0,NY
"Monroe County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,NY
"Nassau County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,133.0,NY
"Nassau County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NY
"New York County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,NY
"New York County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,NY
"Niagara County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NY
"Onondaga County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,NY
"Orange County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,NY
"Oswego County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Putnam County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Queens County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,111.0,NY
"Queens County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,NY
"Richmond County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,NY
"Rockland County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NY
"Suffolk County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,245.0,NY
"Suffolk County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,NY
"Sullivan County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,NY
"Ulster County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NY
"Ulster County, NY",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,NY
"Westchester County, NY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,NY
"Westchester County, NY",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,NY
"Ashtabula County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,OH
"Athens County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Brown County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Butler County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,OH
"Clark County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,OH
"Clermont County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,OH
"Columbiana County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,OH
"Cuyahoga County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,211.0,OH
"Cuyahoga County, OH",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,OH
"Delaware County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Erie County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Fairfield County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Franklin County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,OH
"Franklin County, OH",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,OH
"Franklin County, OH",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,OH
"Geauga County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Greene County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,OH
"Hamilton County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,154.0,OH
"Hamilton County, OH",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,OH
"Hamilton County, OH",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,OH
"Hancock County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Jefferson County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,OH
"Lake County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,OH
"Lawrence County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
"Licking County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,OH
"Lorain County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,OH
"Lucas County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,OH
"Mahoning County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,OH
"Marion County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Medina County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Miami County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Montgomery County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,OH
"Montgomery County, OH",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,OH
"Pickaway County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Pike County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Richland County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,OH
"Ross County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,OH
"Sandusky County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Scioto County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,OH
"Stark County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,OH
"Summit County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0,OH
"Trumbull County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,OH
"Tuscarawas County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Warren County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,OH
"Wayne County, OH",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Allegheny County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,229.0,PA
"Allegheny County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,PA
"Armstrong County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,PA
"Beaver County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,PA
"Berks County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,PA
"Berks County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,PA
"Berks County, PA",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,35.0,PA
"Blair County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,PA
"Bucks County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0,PA
"Bucks County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,PA
"Bucks County, PA",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,PA
"Butler County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,PA
"Cambria County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,PA
"Carbon County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,PA
"Chester County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,PA
"Cumberland County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,PA
"Dauphin County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,PA
"Delaware County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,PA
"Delaware County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,PA
"Delaware County, PA",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0,PA
"Erie County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,PA
"Erie County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,PA
"Fayette County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,PA
"Greene County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Indiana County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,PA
"Lackawanna County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,PA
"Lancaster County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,PA
"Lawrence County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,PA
"Lehigh County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,PA
"Lehigh County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,PA
"Luzerne County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,PA
"Mercer County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,PA
"Monroe County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,PA
"Montgomery County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0,PA
"Montgomery County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,PA
"Northampton County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,PA
"Northumberland County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,PA
"Philadelphia County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,408.0,PA
"Philadelphia County, PA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,PA
"Pike County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,PA
"Schuylkill County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,PA
"Venango County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,PA
"Washington County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,PA
"Westmoreland County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,PA
"York County, PA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,PA
"Bell County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
"Bexar County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,227.0,TX
"Bexar County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,TX
"Bexar County, TX",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,TX
"Brazoria County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,TX
"Brazos County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
"Collin County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,TX
"Collin County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,TX
"Collin County, TX",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,TX
"Comal County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Dallas County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,194.0,TX
"Dallas County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0,TX
"Dallas County, TX",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,TX
"Denton County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,TX
"Denton County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,TX
"Ector County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX
"El Paso County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,TX
"Fort Bend County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,TX
"Galveston County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,TX
"Grayson County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
"Gregg County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
"Guadalupe County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"Harris County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,332.0,TX
"Harris County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,47.0,TX
"Hidalgo County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
"Jefferson County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,TX
"Johnson County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Kerr County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Liberty County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Lubbock County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,TX
"Midland County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,TX
"Montgomery County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,TX
"Montgomery County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,TX
"Nueces County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,TX
"Orange County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,TX
"Polk County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
"Potter County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
"Smith County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
"Tarrant County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,151.0,TX
"Tarrant County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,TX
"Taylor County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,TX
"Travis County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0,TX
"Travis County, TX",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,TX
"Victoria County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
"Webb County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
"Wichita County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
"Williamson County, TX",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,TX
"Buchanan County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Chesterfield County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,VA
"Dickenson County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Fairfax County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,VA
"Fairfax County, VA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,VA
"Fauquier County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Franklin County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Henrico County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,VA
"Henry County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
"Montgomery County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
"Prince William County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,VA
"Russell County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
"Spotsylvania County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Tazewell County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,VA
"Washington County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,VA
"Wise County, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
"Chesapeake city, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Norfolk city, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,VA
"Portsmouth city, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
"Richmond city, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,VA
"Roanoke city, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
"Virginia Beach city, VA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,VA
"Virginia Beach city, VA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,VA
"Benton County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
"Chelan County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WA
"Clark County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,WA
"Clark County, WA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WA
"Cowlitz County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,WA
"Grays Harbor County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WA
"King County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,179.0,WA
"King County, WA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,45.0,WA
"King County, WA",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,WA
"Kitsap County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,WA
"Lewis County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
"Pierce County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,WA
"Pierce County, WA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,WA
"Skagit County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
"Snohomish County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,143.0,WA
"Snohomish County, WA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,WA
"Spokane County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,WA
"Spokane County, WA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WA
"Thurston County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,WA
"Whatcom County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WA
